event_id,user_id,event_timestamp,country,city,region,latitude,longitude,store_visit,traffic_source
E000096,U00158,2026-01-17T04:17:24,India,Bengaluru,Karnataka,12.952562,77.62414,No,Direct
E000097,U00337,2025-05-31T19:36:46,India,Delhi,Delhi,28.595699,77.255437,No,Referral
E000098,U00027,2026-01-21T09:51:01,UAE,Dubai,Dubai,25.239842,55.230493,No,Paid Search
E000099,U00180,2025-02-18T05:48:43,India,Delhi,Delhi,28.571227,77.258058,Yes,Organic
E000100,U00024,2025-04-24T21:03:35,Germany,Berlin,Berlin,52.54618,13.372934,No,Referral
E000101,U00102,2026-02-05T12:09:33,Germany,Berlin,Berlin,52.529762,13.362098,No,Paid Search
E000102,U00095,2025-08-17T07:07:32,UK,London,England,51.461231,-0.147773,No,Social
E000103,U00312,2025-01-01T01:35:32,India,Hyderabad,Telangana,17.419663,78.465361,No,Email
E000104,U00274,2025-11-20T02:28:53,Singapore,Singapore,Singapore,1.304667,103.844779,No,Paid Search
E000105,U00003,2026-06-22T08:36:45,UAE,Dubai,Dubai,25.253445,55.3131,No,Email
E000106,U00037,2026-01-02T00:07:17,UAE,Dubai,Dubai,25.162422,55.296506,No,Direct
E000107,U00046,2026-01-11T09:45:40,USA,New York,New York,40.748133,-73.958501,No,Direct
E000108,U00041,2025-07-28T03:35:38,India,Delhi,Delhi,28.650288,77.218309,No,Paid Search
E000109,U00286,2025-10-02T23:22:08,India,Hyderabad,Telangana,17.338704,78.518094,No,Social
E000110,U00378,2025-03-16T03:03:34,UAE,Dubai,Dubai,25.209261,55.228705,No,Email
E000111,U00201,2026-06-04T16:29:49,India,Hyderabad,Telangana,17.362125,78.516777,No,Referral
E000112,U00252,2026-01-03T05:32:07,India,Mumbai,Maharashtra,19.118183,72.832389,Yes,Social
E000113,U00411,2025-01-10T18:54:29,India,Bengaluru,Karnataka,12.980383,77.633826,No,Social
E000114,U00010,2025-07-13T03:04:14,India,Hyderabad,Telangana,17.346723,78.464329,No,Direct
E000115,U00277,2025-01-19T17:53:01,USA,New York,New York,40.677761,-74.047857,No,Referral
E000116,U00379,2025-01-31T23:53:38,Singapore,Singapore,Singapore,1.341466,103.785832,Yes,Social
E000117,U00143,2026-05-04T01:08:39,USA,New York,New York,40.718268,-73.987551,No,Direct
E000118,U00007,2025-04-28T17:07:46,India,Bengaluru,Karnataka,12.987607,77.598018,No,Paid Search
E000119,U00196,2025-08-08T09:53:37,Germany,Berlin,Berlin,52.539781,13.364054,No,Direct
E000120,U00122,2025-09-24T01:30:59,Germany,Berlin,Berlin,52.490665,13.375372,No,Paid Search
E000121,U00240,2025-08-22T00:03:07,India,Pune,Maharashtra,18.475949,73.825687,No,Organic
E000122,U00391,2025-12-02T13:06:40,USA,New York,New York,40.753588,-73.966,No,Referral
E000123,U00022,2026-04-09T09:04:24,Germany,Berlin,Berlin,52.525839,13.45424,Yes,Direct
E000124,U00277,2026-06-23T01:54:04,India,Mumbai,Maharashtra,19.085949,72.889213,No,Social
E000125,U00075,2025-10-30T18:21:15,India,Pune,Maharashtra,18.478286,73.826669,No,Organic
E000126,U00288,2025-02-06T12:59:43,UAE,Dubai,Dubai,25.208511,55.276154,No,Email
E000127,U00305,2026-05-25T16:24:47,India,Pune,Maharashtra,18.489047,73.81863,No,Social
E000128,U00082,2025-04-24T23:25:58,UK,London,England,51.537072,-0.110376,Yes,Paid Search
E000129,U00244,2026-01-06T19:30:44,Germany,Berlin,Berlin,52.560498,13.422812,No,Social
E000130,U00405,2025-02-14T01:03:38,India,Hyderabad,Telangana,17.364627,78.509341,No,Direct
E000131,U00041,2025-12-11T16:54:06,India,Delhi,Delhi,28.655753,77.24854,No,Social
E000132,U00294,2025-09-21T06:38:38,Singapore,Singapore,Singapore,1.37669,103.852087,No,Referral
E000133,U00412,2025-10-28T23:15:40,India,Hyderabad,Telangana,17.377122,78.515967,No,Paid Search
E000134,U00389,2026-03-24T13:28:56,Singapore,Singapore,Singapore,1.32008,103.802472,No,Organic
E000135,U00384,2025-10-26T13:07:33,UAE,Dubai,Dubai,25.178009,55.222161,Yes,Referral
E000136,U00417,2026-03-08T11:43:05,India,Hyderabad,Telangana,17.336644,78.474097,No,Organic
E000137,U00025,2025-09-14T19:39:09,India,Pune,Maharashtra,18.561085,73.858394,No,Organic
E000138,U00123,2025-12-04T01:50:15,Singapore,Singapore,Singapore,1.32575,103.809423,No,Social
E000139,U00329,2025-03-10T03:24:22,India,Bengaluru,Karnataka,12.934527,77.59769,No,Email
E000140,U00301,2025-04-04T17:41:41,India,Hyderabad,Telangana,17.418742,78.499084,Yes,Paid Search
E000141,U00085,2025-02-15T14:17:21,Germany,Berlin,Berlin,52.47438,13.366827,No,Paid Search
E000142,U00312,2025-07-23T17:28:59,India,Bengaluru,Karnataka,12.935916,77.558126,No,Direct
E000143,U00190,2026-03-18T12:11:08,India,Pune,Maharashtra,18.547139,73.852707,No,Referral
E000144,U00333,2025-05-25T23:50:08,UAE,Dubai,Dubai,25.177927,55.232011,No,Organic
E000145,U00023,2025-04-14T08:11:36,India,Bengaluru,Karnataka,12.983928,77.597945,No,Email
E000146,U00152,2026-05-29T20:51:39,UAE,Dubai,Dubai,25.246523,55.315552,No,Social
E000147,U00147,2026-03-09T12:11:28,Germany,Berlin,Berlin,52.565182,13.359384,No,Social
E000148,U00047,2025-04-07T14:09:31,India,Hyderabad,Telangana,17.427573,78.459213,No,Direct
E000149,U00200,2025-09-28T04:35:41,USA,New York,New York,40.674878,-74.001198,No,Referral
E000150,U00145,2025-09-14T10:50:21,India,Pune,Maharashtra,18.498739,73.890597,No,Email
E000151,U00352,2025-10-16T03:50:31,India,Delhi,Delhi,28.650596,77.218712,Yes,Email
E000152,U00209,2025-10-23T01:35:29,Germany,Berlin,Berlin,52.519504,13.38649,Yes,Email
E000153,U00159,2026-02-25T19:09:09,India,Mumbai,Maharashtra,19.107086,72.911736,No,Email
E000154,U00079,2025-11-24T11:10:54,India,Bengaluru,Karnataka,12.951233,77.630969,No,Email
E000155,U00033,2025-10-12T06:13:17,India,Bengaluru,Karnataka,12.934708,77.579932,No,Organic
E000156,U00003,2025-02-22T16:50:40,India,Mumbai,Maharashtra,19.063446,72.847605,No,Direct
E000157,U00162,2025-11-25T17:53:28,India,Mumbai,Maharashtra,19.068316,72.908596,Yes,Referral
E000158,U00092,2025-07-18T13:50:56,UK,London,England,51.514408,-0.140258,No,Paid Search
E000159,U00291,2025-07-26T02:27:02,India,Pune,Maharashtra,18.529473,73.837459,Yes,Email
E000160,U00050,2026-06-13T04:17:38,India,Hyderabad,Telangana,17.408192,78.473237,No,Direct
E000161,U00236,2025-04-06T14:54:14,UK,London,England,51.515552,-0.145668,No,Direct
E000162,U00327,2026-03-24T01:33:58,India,Mumbai,Maharashtra,19.101847,72.920941,No,Email
E000163,U00110,2025-11-30T17:54:45,India,Hyderabad,Telangana,17.419761,78.477162,No,Organic
E000164,U00366,2026-04-17T16:23:35,USA,New York,New York,40.686305,-73.967889,No,Direct
E000165,U00004,2025-10-18T16:37:29,USA,New York,New York,40.708801,-74.001306,No,Organic
E000166,U00356,2026-01-07T11:34:28,India,Delhi,Delhi,28.660957,77.258382,No,Direct
E000167,U00004,2026-05-14T22:59:58,India,Mumbai,Maharashtra,19.080206,72.852136,Yes,Paid Search
E000168,U00251,2025-07-07T21:15:32,India,Delhi,Delhi,28.566453,77.194988,Yes,Paid Search
E000169,U00350,2025-04-14T12:10:22,Germany,Berlin,Berlin,52.53986,13.37627,Yes,Email
E000170,U00288,2025-04-14T14:13:23,India,Hyderabad,Telangana,17.360908,78.455304,No,Paid Search
E000171,U00236,2025-10-20T02:18:17,Singapore,Singapore,Singapore,1.395577,103.859377,No,Referral
E000172,U00122,2026-04-29T01:58:41,India,Delhi,Delhi,28.589729,77.20293,No,Paid Search
E000173,U00334,2025-04-20T06:40:37,India,Pune,Maharashtra,18.542493,73.893447,Yes,Paid Search
E000174,U00353,2025-01-01T02:28:45,India,Delhi,Delhi,28.566069,77.168392,Yes,Referral
E000175,U00265,2025-08-05T15:04:42,India,Pune,Maharashtra,18.493195,73.886538,No,Paid Search
E000176,U00303,2026-02-12T23:45:56,India,Hyderabad,Telangana,17.384464,78.44376,Yes,Referral
E000177,U00420,2025-09-07T09:24:16,India,Bengaluru,Karnataka,13.00157,77.592927,No,Social
E000178,U00200,2025-02-14T17:20:57,India,Hyderabad,Telangana,17.404004,78.449384,No,Email
E000179,U00319,2025-02-23T22:27:22,UAE,Dubai,Dubai,25.198442,55.289773,Yes,Paid Search
E000180,U00202,2025-08-09T20:35:37,India,Mumbai,Maharashtra,19.028945,72.899362,No,Paid Search
E000181,U00321,2025-04-27T22:24:54,India,Delhi,Delhi,28.582331,77.234837,No,Email
E000182,U00039,2025-11-18T16:38:28,UK,London,England,51.503944,-0.155766,No,Referral
E000183,U00153,2026-01-07T09:13:17,India,Bengaluru,Karnataka,13.017094,77.584781,Yes,Email
E000184,U00122,2025-10-21T22:51:33,India,Bengaluru,Karnataka,12.942334,77.580751,No,Social
E000185,U00408,2025-08-25T07:21:38,Germany,Berlin,Berlin,52.501319,13.41739,Yes,Social
E000186,U00243,2025-08-20T02:00:36,India,Mumbai,Maharashtra,19.098793,72.831459,No,Paid Search
E000187,U00223,2026-01-03T13:53:08,UK,London,England,51.484225,-0.11006,No,Social
E000188,U00071,2025-10-16T08:36:23,USA,New York,New York,40.6795,-74.010656,No,Organic
E000189,U00021,2025-07-10T09:11:11,Singapore,Singapore,Singapore,1.385141,103.771179,No,Paid Search
E000190,U00407,2025-11-10T10:31:50,USA,New York,New York,40.729036,-74.020317,No,Social
E000191,U00230,2025-07-27T14:11:43,Singapore,Singapore,Singapore,1.374993,103.798072,No,Email
E000192,U00112,2026-04-01T23:51:48,Germany,Berlin,Berlin,52.490887,13.407272,No,Referral
E000193,U00363,2025-08-04T18:29:57,UK,London,England,51.532056,-0.093736,No,Referral
E000194,U00260,2025-11-28T20:30:17,India,Mumbai,Maharashtra,19.051769,72.919089,Yes,Direct
E000195,U00008,2025-08-08T02:38:38,Germany,Berlin,Berlin,52.558874,13.436387,No,Direct
E000196,U00224,2025-08-19T09:00:12,India,Pune,Maharashtra,18.484692,73.848395,Yes,Paid Search
E000197,U00196,2025-03-20T18:46:43,India,Pune,Maharashtra,18.567936,73.832426,Yes,Paid Search
E000198,U00274,2026-05-21T13:57:48,USA,New York,New York,40.721372,-73.962544,Yes,Organic
E000199,U00174,2025-06-27T01:49:33,UAE,Dubai,Dubai,25.216392,55.277038,No,Organic
E000200,U00380,2026-06-27T22:31:27,India,Mumbai,Maharashtra,19.044245,72.872743,No,Paid Search
E000201,U00272,2025-08-25T06:26:02,India,Delhi,Delhi,28.654862,77.240662,No,Social
E000202,U00083,2025-09-22T20:50:56,India,Delhi,Delhi,28.646571,77.251914,No,Email
E000203,U00263,2026-01-25T06:48:08,USA,New York,New York,40.732408,-74.049579,No,Paid Search
E000204,U00333,2026-01-11T05:14:34,India,Pune,Maharashtra,18.515425,73.870996,Yes,Direct
E000205,U00199,2026-02-10T13:42:12,USA,New York,New York,40.760053,-74.026988,Yes,Direct
E000206,U00371,2025-07-18T09:20:00,India,Mumbai,Maharashtra,19.124745,72.847693,No,Social
E000207,U00295,2026-04-11T14:42:51,Singapore,Singapore,Singapore,1.332695,103.844559,No,Social
E000208,U00264,2025-11-29T17:36:25,Singapore,Singapore,Singapore,1.30455,103.837745,No,Referral
E000209,U00099,2026-06-11T19:52:59,India,Hyderabad,Telangana,17.391737,78.516378,No,Organic
E000210,U00104,2025-11-03T18:48:06,Germany,Berlin,Berlin,52.555808,13.399477,No,Organic
E000211,U00214,2025-03-06T23:47:48,USA,New York,New York,40.668735,-73.967994,No,Paid Search
E000212,U00164,2025-12-16T05:29:52,India,Bengaluru,Karnataka,12.931496,77.576865,No,Email
E000213,U00268,2025-11-06T14:23:26,India,Hyderabad,Telangana,17.368054,78.503251,No,Social
E000214,U00089,2025-07-17T21:10:36,UK,London,England,51.492407,-0.07848,No,Social
E000215,U00229,2025-09-20T04:55:08,India,Bengaluru,Karnataka,12.922285,77.583241,No,Email
E000216,U00030,2025-10-05T14:40:01,USA,New York,New York,40.748384,-74.026883,Yes,Email
E000217,U00090,2025-07-19T09:00:27,UAE,Dubai,Dubai,25.180335,55.231451,No,Social
E000218,U00242,2025-08-18T23:49:04,India,Mumbai,Maharashtra,19.102984,72.886573,Yes,Paid Search
E000219,U00219,2025-01-14T04:41:23,India,Pune,Maharashtra,18.523328,73.897915,No,Paid Search
E000220,U00374,2025-02-19T08:09:14,UAE,Dubai,Dubai,25.236858,55.307526,No,Paid Search
E000221,U00153,2025-07-27T23:48:09,Singapore,Singapore,Singapore,1.321499,103.85799,Yes,Paid Search
E000222,U00024,2026-06-23T19:15:13,USA,New York,New York,40.727099,-74.049924,No,Organic
E000223,U00016,2026-04-18T19:14:19,USA,New York,New York,40.723946,-74.002533,No,Social
E000224,U00007,2026-03-30T12:20:43,India,Mumbai,Maharashtra,19.047259,72.894497,No,Direct
E000225,U00249,2026-03-24T06:44:28,India,Mumbai,Maharashtra,19.108367,72.875263,No,Paid Search
E000226,U00138,2025-03-27T01:31:26,India,Hyderabad,Telangana,17.368664,78.451986,Yes,Email
E000227,U00163,2025-02-02T19:21:41,Germany,Berlin,Berlin,52.49703,13.356318,No,Social
E000228,U00261,2025-01-11T23:58:30,Singapore,Singapore,Singapore,1.377279,103.819014,No,Email
E000229,U00173,2026-03-30T23:27:33,India,Pune,Maharashtra,18.527704,73.874383,No,Referral
E000230,U00001,2025-05-11T22:40:00,India,Bengaluru,Karnataka,12.935636,77.642859,No,Social
E000231,U00023,2025-07-01T04:26:09,India,Hyderabad,Telangana,17.349714,78.523891,No,Social
E000232,U00171,2026-02-09T08:23:55,USA,New York,New York,40.722846,-73.979729,No,Organic
E000233,U00021,2025-06-26T14:15:15,UK,London,England,51.476321,-0.146382,Yes,Direct
E000234,U00273,2025-12-06T06:17:17,UK,London,England,51.523699,-0.130484,No,Referral
E000235,U00159,2025-02-21T19:15:37,UAE,Dubai,Dubai,25.250367,55.232168,No,Email
E000236,U00370,2025-05-04T11:21:28,India,Hyderabad,Telangana,17.434343,78.505374,Yes,Referral
E000237,U00311,2025-09-06T13:13:56,USA,New York,New York,40.738261,-74.043086,No,Referral
E000238,U00142,2025-03-24T08:22:41,Singapore,Singapore,Singapore,1.371733,103.850398,No,Paid Search
E000239,U00220,2025-01-25T04:16:02,India,Pune,Maharashtra,18.53507,73.828678,No,Social
E000240,U00144,2025-05-09T17:44:09,USA,New York,New York,40.700474,-73.993729,No,Email
E000241,U00228,2025-05-30T11:53:49,India,Hyderabad,Telangana,17.427809,78.457679,No,Email
E000242,U00337,2026-05-14T20:15:00,Singapore,Singapore,Singapore,1.320279,103.828836,No,Organic
E000243,U00409,2025-03-12T03:50:15,UAE,Dubai,Dubai,25.164027,55.301996,No,Referral
E000244,U00196,2025-10-09T00:41:54,India,Delhi,Delhi,28.59339,77.173668,No,Referral
E000245,U00012,2025-11-23T12:58:54,India,Hyderabad,Telangana,17.376432,78.491576,No,Paid Search
E000246,U00335,2026-01-03T23:28:26,India,Delhi,Delhi,28.609917,77.173441,Yes,Referral
E000247,U00078,2025-05-14T00:34:12,USA,New York,New York,40.757384,-74.053303,Yes,Direct
E000248,U00408,2025-11-29T18:12:08,Germany,Berlin,Berlin,52.475661,13.425843,No,Social
E000249,U00344,2026-03-05T21:33:11,USA,New York,New York,40.725569,-74.011198,No,Email
E000250,U00037,2026-05-03T02:21:44,UK,London,England,51.515292,-0.107273,No,Email
E000251,U00269,2025-03-02T02:43:38,UK,London,England,51.488596,-0.157347,No,Referral
E000252,U00232,2025-06-13T05:07:28,USA,New York,New York,40.725232,-74.052021,No,Organic
E000253,U00309,2025-02-15T02:39:17,UAE,Dubai,Dubai,25.213119,55.252841,No,Social
E000254,U00365,2026-05-03T03:37:21,UAE,Dubai,Dubai,25.205793,55.281652,No,Email
E000255,U00263,2025-12-11T07:35:48,USA,New York,New York,40.68381,-74.029643,No,Referral
E000256,U00351,2026-01-08T00:57:30,India,Bengaluru,Karnataka,13.007724,77.640548,No,Paid Search
E000257,U00093,2025-03-30T22:44:18,India,Pune,Maharashtra,18.529768,73.874826,No,Direct
E000258,U00378,2025-03-10T12:27:39,Germany,Berlin,Berlin,52.472786,13.439972,No,Referral
E000259,U00405,2026-02-24T10:42:34,India,Mumbai,Maharashtra,19.041469,72.884407,No,Email
E000260,U00414,2025-01-21T14:58:54,India,Mumbai,Maharashtra,19.077074,72.841082,No,Email
E000261,U00390,2026-04-08T22:04:08,India,Bengaluru,Karnataka,13.013141,77.583402,Yes,Organic
E000262,U00247,2025-04-24T23:19:50,India,Bengaluru,Karnataka,12.967068,77.557796,No,Paid Search
E000263,U00115,2025-08-02T12:31:30,Singapore,Singapore,Singapore,1.357428,103.859147,No,Referral
E000264,U00233,2025-02-05T21:36:23,Singapore,Singapore,Singapore,1.368235,103.830547,Yes,Social
E000265,U00262,2026-04-23T01:12:32,India,Bengaluru,Karnataka,12.963672,77.57739,No,Referral
E000266,U00182,2026-06-21T08:10:11,India,Pune,Maharashtra,18.570054,73.825801,No,Email
E000267,U00088,2026-05-27T05:44:25,UK,London,England,51.480813,-0.167444,No,Paid Search
E000268,U00022,2026-06-14T05:12:06,India,Mumbai,Maharashtra,19.05829,72.861726,No,Social
E000269,U00066,2026-05-15T23:34:36,UK,London,England,51.524812,-0.174327,Yes,Email
E000270,U00114,2026-02-06T05:43:02,Germany,Berlin,Berlin,52.53035,13.442717,No,Social
E000271,U00261,2026-02-22T09:46:02,India,Hyderabad,Telangana,17.339471,78.473464,Yes,Organic
E000272,U00027,2026-05-21T22:59:21,India,Hyderabad,Telangana,17.341389,78.525476,No,Organic
E000273,U00407,2025-09-08T15:38:24,India,Delhi,Delhi,28.657521,77.256778,No,Paid Search
E000274,U00167,2026-05-03T14:45:52,Singapore,Singapore,Singapore,1.355675,103.814197,No,Referral
E000275,U00328,2025-12-07T03:14:41,Germany,Berlin,Berlin,52.477465,13.358747,No,Email
E000276,U00073,2025-06-30T07:02:40,Germany,Berlin,Berlin,52.514641,13.360344,No,Social
